,geo_accession,Prediction_Result,Actual_in_Top_3,Actual,Top_Predictions,Disease_Name
1105,GSM4138691,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.04, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - MEMORY CD3+CD4+ T CELLS')]",SYSTEMIC LUPUS ERYTHEMATOSUS
1106,GSM4138693,Correct,Yes,CONTROL - BLOOD,"[(99.9, 'CONTROL - BLOOD'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",SYSTEMIC LUPUS ERYTHEMATOSUS
1107,GSM4138694,Correct,Yes,CONTROL - BLOOD,"[(99.86, 'CONTROL - BLOOD'), (0.12, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",SYSTEMIC LUPUS ERYTHEMATOSUS
1108,GSM4214006,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",RHEUMATOID ARTHRITIS
1109,GSM1868854,Incorrect,No,SINUSITIS,"[(37.28, 'HYPERSENSITIVITY, IMMEDIATE'), (30.66, 'LUNG DISEASES, OBSTRUCTIVE'), (20.32, 'ASTHMA')]",CHRONIC RHINOSINUSITIS
1110,GSM4273383,Correct,Yes,BACTERIAL INFECTIONS,"[(99.78, 'BACTERIAL INFECTIONS'), (0.2, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",TUBERCULOSIS
1111,GSM4285433,Correct,Yes,CONTROL - LUNG,"[(99.74, 'CONTROL - LUNG'), (0.23, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - FIBROBLASTS')]",EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS
1112,GSM4285434,Correct,Yes,CONTROL - LUNG,"[(98.77, 'CONTROL - LUNG'), (1.22, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS
1113,GSM4291100,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(31.1, 'HYPERSENSITIVITY, IMMEDIATE'), (28.05, 'LUNG DISEASES, OBSTRUCTIVE'), (22.27, 'ASTHMA')]",ASTHMA
1114,GSM4291103,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(35.18, 'HYPERSENSITIVITY, IMMEDIATE'), (31.35, 'LUNG DISEASES, OBSTRUCTIVE'), (20.52, 'ASTHMA')]",ASTHMA
1115,GSM4291106,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(34.58, 'HYPERSENSITIVITY, IMMEDIATE'), (33.0, 'LUNG DISEASES, OBSTRUCTIVE'), (19.44, 'ASTHMA')]",ASTHMA
1116,GSM4291109,Incorrect,Yes,ASTHMA,"[(35.92, 'HYPERSENSITIVITY, IMMEDIATE'), (32.11, 'LUNG DISEASES, OBSTRUCTIVE'), (19.43, 'ASTHMA')]",ASTHMA
1117,GSM4291109,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(35.92, 'HYPERSENSITIVITY, IMMEDIATE'), (32.11, 'LUNG DISEASES, OBSTRUCTIVE'), (19.43, 'ASTHMA')]",ASTHMA
1118,GSM4291111,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(30.83, 'HYPERSENSITIVITY, IMMEDIATE'), (27.95, 'LUNG DISEASES, OBSTRUCTIVE'), (22.05, 'ASTHMA')]",ASTHMA
1119,GSM4305655,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",SJOGREN'S SYNDROME
1120,GSM4305657,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",SJOGREN'S SYNDROME
1121,GSM4337417,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",CHRONIC LYMPHOCYTIC LEUKEMIA
1122,GSM4337420,Correct,Yes,CONTROL - BLOOD,"[(99.53, 'CONTROL - BLOOD'), (0.21, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.15, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",CHRONIC LYMPHOCYTIC LEUKEMIA
1123,GSM1376023,Correct,Yes,CONTROL - LUNG,"[(99.85, 'CONTROL - LUNG'), (0.14, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
1124,GSM1868855,Incorrect,No,RHINITIS,"[(33.71, 'HYPERSENSITIVITY, IMMEDIATE'), (31.02, 'LUNG DISEASES, OBSTRUCTIVE'), (21.0, 'ASTHMA')]",CHRONIC RHINOSINUSITIS
1125,GSM4337421,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.04, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",CHRONIC LYMPHOCYTIC LEUKEMIA
1126,GSM4337422,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",CHRONIC LYMPHOCYTIC LEUKEMIA
1127,GSM4363380,Incorrect,Yes,ASTHMA,"[(29.15, 'LUNG DISEASES, OBSTRUCTIVE'), (25.63, 'ASTHMA'), (25.59, 'HYPERSENSITIVITY, IMMEDIATE')]",ALLERGIC ASTHMA
1128,GSM4363381,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(33.08, 'LUNG DISEASES, OBSTRUCTIVE'), (27.48, 'HYPERSENSITIVITY, IMMEDIATE'), (23.43, 'ASTHMA')]",ALLERGIC ASTHMA
1129,GSM4363388,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(29.19, 'LUNG DISEASES, OBSTRUCTIVE'), (25.72, 'HYPERSENSITIVITY, IMMEDIATE'), (24.12, 'ASTHMA')]",ALLERGIC ASTHMA
1130,GSM4363389,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(34.07, 'LUNG DISEASES, OBSTRUCTIVE'), (28.99, 'HYPERSENSITIVITY, IMMEDIATE'), (23.13, 'ASTHMA')]",ALLERGIC ASTHMA
1131,GSM4363390,Incorrect,Yes,ASTHMA,"[(28.54, 'LUNG DISEASES, OBSTRUCTIVE'), (28.32, 'ASTHMA'), (26.05, 'HYPERSENSITIVITY, IMMEDIATE')]",ALLERGIC ASTHMA
1132,GSM1868856,Incorrect,No,RHINITIS,"[(36.77, 'HYPERSENSITIVITY, IMMEDIATE'), (30.06, 'LUNG DISEASES, OBSTRUCTIVE'), (21.73, 'ASTHMA')]",CHRONIC RHINOSINUSITIS
1133,GSM4363394,Incorrect,No,HYPERSENSITIVITY,"[(31.12, 'LUNG DISEASES, OBSTRUCTIVE'), (26.36, 'ASTHMA'), (25.25, 'HYPERSENSITIVITY, IMMEDIATE')]",ALLERGY
1134,GSM4363395,Incorrect,No,HYPERSENSITIVITY,"[(33.35, 'LUNG DISEASES, OBSTRUCTIVE'), (29.3, 'HYPERSENSITIVITY, IMMEDIATE'), (23.27, 'ASTHMA')]",ALLERGY
1135,GSM4363396,Incorrect,No,HYPERSENSITIVITY,"[(33.22, 'LUNG DISEASES, OBSTRUCTIVE'), (28.05, 'HYPERSENSITIVITY, IMMEDIATE'), (22.65, 'ASTHMA')]",ALLERGY
1136,GSM1868856,Incorrect,No,PARANASAL SINUS DISEASES,"[(36.77, 'HYPERSENSITIVITY, IMMEDIATE'), (30.06, 'LUNG DISEASES, OBSTRUCTIVE'), (21.73, 'ASTHMA')]",CHRONIC RHINOSINUSITIS
1137,GSM4363399,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(33.09, 'LUNG DISEASES, OBSTRUCTIVE'), (31.9, 'HYPERSENSITIVITY, IMMEDIATE'), (21.95, 'ASTHMA')]",ALLERGIC ASTHMA
1138,GSM4363400,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(34.55, 'LUNG DISEASES, OBSTRUCTIVE'), (28.65, 'HYPERSENSITIVITY, IMMEDIATE'), (22.67, 'ASTHMA')]",ALLERGIC ASTHMA
1139,GSM4363400,Incorrect,Yes,ASTHMA,"[(34.55, 'LUNG DISEASES, OBSTRUCTIVE'), (28.65, 'HYPERSENSITIVITY, IMMEDIATE'), (22.67, 'ASTHMA')]",ALLERGIC ASTHMA
1140,GSM4363400,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(34.55, 'LUNG DISEASES, OBSTRUCTIVE'), (28.65, 'HYPERSENSITIVITY, IMMEDIATE'), (22.67, 'ASTHMA')]",ALLERGIC ASTHMA
1141,GSM1868857,Incorrect,No,SINUSITIS,"[(32.55, 'HYPERSENSITIVITY, IMMEDIATE'), (29.24, 'LUNG DISEASES, OBSTRUCTIVE'), (22.02, 'ASTHMA')]",CHRONIC RHINOSINUSITIS
1142,GSM4363401,Incorrect,Yes,ASTHMA,"[(32.49, 'LUNG DISEASES, OBSTRUCTIVE'), (30.0, 'HYPERSENSITIVITY, IMMEDIATE'), (23.66, 'ASTHMA')]",ALLERGIC ASTHMA
1143,GSM4363406,Incorrect,No,HYPERSENSITIVITY,"[(34.78, 'LUNG DISEASES, OBSTRUCTIVE'), (29.52, 'HYPERSENSITIVITY, IMMEDIATE'), (21.14, 'ASTHMA')]",ALLERGY
1144,GSM4363407,Incorrect,No,HYPERSENSITIVITY,"[(35.58, 'LUNG DISEASES, OBSTRUCTIVE'), (32.73, 'HYPERSENSITIVITY, IMMEDIATE'), (16.91, 'ASTHMA')]",ALLERGY
1145,GSM4363411,Correct,Yes,CONTROL - BLOOD,"[(99.97, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",ALLERGIC ASTHMA
1146,GSM4363413,Correct,Yes,CONTROL - BLOOD,"[(99.96, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",ALLERGIC ASTHMA
1147,GSM4363420,Correct,Yes,CONTROL - BLOOD,"[(99.96, 'CONTROL - BLOOD'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",ALLERGIC ASTHMA
1148,GSM4363422,Incorrect,Yes,ASTHMA,"[(30.13, 'HYPERSENSITIVITY, IMMEDIATE'), (29.86, 'LUNG DISEASES, OBSTRUCTIVE'), (21.73, 'ASTHMA')]",ALLERGIC ASTHMA
1149,GSM4363422,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(30.13, 'HYPERSENSITIVITY, IMMEDIATE'), (29.86, 'LUNG DISEASES, OBSTRUCTIVE'), (21.73, 'ASTHMA')]",ALLERGIC ASTHMA
1150,GSM4363423,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(31.29, 'LUNG DISEASES, OBSTRUCTIVE'), (29.13, 'HYPERSENSITIVITY, IMMEDIATE'), (20.16, 'ASTHMA')]",ALLERGIC ASTHMA
1151,GSM4363423,Incorrect,Yes,ASTHMA,"[(31.29, 'LUNG DISEASES, OBSTRUCTIVE'), (29.13, 'HYPERSENSITIVITY, IMMEDIATE'), (20.16, 'ASTHMA')]",ALLERGIC ASTHMA
1152,GSM4363425,Incorrect,Yes,ASTHMA,"[(29.0, 'HYPERSENSITIVITY, IMMEDIATE'), (28.79, 'LUNG DISEASES, OBSTRUCTIVE'), (20.88, 'ASTHMA')]",ALLERGIC ASTHMA
1153,GSM4363426,Incorrect,Yes,ASTHMA,"[(33.84, 'HYPERSENSITIVITY, IMMEDIATE'), (31.92, 'LUNG DISEASES, OBSTRUCTIVE'), (20.35, 'ASTHMA')]",ALLERGIC ASTHMA
1154,GSM1868858,Incorrect,No,PARANASAL SINUS DISEASES,"[(33.27, 'LUNG DISEASES, OBSTRUCTIVE'), (29.51, 'HYPERSENSITIVITY, IMMEDIATE'), (19.67, 'ASTHMA')]",CHRONIC RHINOSINUSITIS
1155,GSM4363428,Correct,Yes,CONTROL - BLOOD,"[(99.73, 'CONTROL - BLOOD'), (0.14, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.06, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",ALLERGIC ASTHMA
1156,GSM4363435,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(34.72, 'LUNG DISEASES, OBSTRUCTIVE'), (32.21, 'HYPERSENSITIVITY, IMMEDIATE'), (17.93, 'ASTHMA')]",ALLERGIC ASTHMA
1157,GSM4363438,Incorrect,Yes,ASTHMA,"[(33.04, 'LUNG DISEASES, OBSTRUCTIVE'), (28.75, 'HYPERSENSITIVITY, IMMEDIATE'), (19.53, 'ASTHMA')]",ALLERGIC ASTHMA
1158,GSM4363439,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(33.14, 'LUNG DISEASES, OBSTRUCTIVE'), (29.12, 'HYPERSENSITIVITY, IMMEDIATE'), (19.4, 'ASTHMA')]",ALLERGIC ASTHMA
1159,GSM4363439,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(33.14, 'LUNG DISEASES, OBSTRUCTIVE'), (29.12, 'HYPERSENSITIVITY, IMMEDIATE'), (19.4, 'ASTHMA')]",ALLERGIC ASTHMA
1160,GSM4363444,Incorrect,No,HYPERSENSITIVITY,"[(34.16, 'LUNG DISEASES, OBSTRUCTIVE'), (32.1, 'HYPERSENSITIVITY, IMMEDIATE'), (18.27, 'ASTHMA')]",ALLERGY
1161,GSM4363446,Incorrect,No,HYPERSENSITIVITY,"[(32.97, 'LUNG DISEASES, OBSTRUCTIVE'), (28.66, 'HYPERSENSITIVITY, IMMEDIATE'), (18.1, 'ASTHMA')]",ALLERGY
1162,GSM4363450,Correct,Yes,CONTROL - BLOOD,"[(99.8, 'CONTROL - BLOOD'), (0.1, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.06, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",ALLERGIC ASTHMA
1163,GSM4363451,Correct,Yes,CONTROL - BLOOD,"[(99.91, 'CONTROL - BLOOD'), (0.04, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",ALLERGIC ASTHMA
1164,GSM4363452,Correct,Yes,CONTROL - BLOOD,"[(99.85, 'CONTROL - BLOOD'), (0.08, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - MEMORY CD3+CD4+ T CELLS')]",ALLERGIC ASTHMA
1165,GSM4363458,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(35.85, 'LUNG DISEASES, OBSTRUCTIVE'), (34.52, 'HYPERSENSITIVITY, IMMEDIATE'), (15.84, 'ASTHMA')]",ALLERGIC ASTHMA
1166,GSM1940649,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(32.17, 'HYPERSENSITIVITY, IMMEDIATE'), (27.6, 'LUNG DISEASES, OBSTRUCTIVE'), (22.85, 'ASTHMA')]",ALLERGIC RHINITIS
1167,GSM4363459,Incorrect,Yes,ASTHMA,"[(34.67, 'LUNG DISEASES, OBSTRUCTIVE'), (32.81, 'HYPERSENSITIVITY, IMMEDIATE'), (16.88, 'ASTHMA')]",ALLERGIC ASTHMA
1168,GSM4363459,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(34.67, 'LUNG DISEASES, OBSTRUCTIVE'), (32.81, 'HYPERSENSITIVITY, IMMEDIATE'), (16.88, 'ASTHMA')]",ALLERGIC ASTHMA
1169,GSM4363459,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(34.67, 'LUNG DISEASES, OBSTRUCTIVE'), (32.81, 'HYPERSENSITIVITY, IMMEDIATE'), (16.88, 'ASTHMA')]",ALLERGIC ASTHMA
1170,GSM4363461,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(34.32, 'LUNG DISEASES, OBSTRUCTIVE'), (29.49, 'HYPERSENSITIVITY, IMMEDIATE'), (18.59, 'ASTHMA')]",ALLERGIC ASTHMA
1171,GSM4363461,Incorrect,Yes,ASTHMA,"[(34.32, 'LUNG DISEASES, OBSTRUCTIVE'), (29.49, 'HYPERSENSITIVITY, IMMEDIATE'), (18.59, 'ASTHMA')]",ALLERGIC ASTHMA
1172,GSM4363467,Correct,Yes,CONTROL - BLOOD,"[(99.64, 'CONTROL - BLOOD'), (0.21, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.07, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",ALLERGIC ASTHMA
1173,GSM4391744,Correct,Yes,CONTROL - BRONCHIAL EPITHELIAL CELLS,"[(73.59, 'CONTROL - BRONCHIAL EPITHELIAL CELLS'), (13.53, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (7.08, 'CONTROL - PRIMARY BRONCHIAL EPITHELIAL CELLS')]",RHINOVIRUS INFECTION
1174,GSM4391749,Incorrect,No,RESPIRATORY TRACT INFECTIONS,"[(35.15, 'HYPERSENSITIVITY, IMMEDIATE'), (34.52, 'LUNG DISEASES, OBSTRUCTIVE'), (18.28, 'ASTHMA')]",RHINOVIRUS INFECTION
1175,GSM4391771,Incorrect,No,RESPIRATORY TRACT INFECTIONS,"[(32.73, 'HYPERSENSITIVITY, IMMEDIATE'), (30.74, 'LUNG DISEASES, OBSTRUCTIVE'), (21.09, 'ASTHMA')]",RHINOVIRUS INFECTION
1176,GSM4391772,Incorrect,No,RESPIRATORY TRACT INFECTIONS,"[(32.3, 'HYPERSENSITIVITY, IMMEDIATE'), (27.01, 'LUNG DISEASES, OBSTRUCTIVE'), (23.91, 'ASTHMA')]",RHINOVIRUS INFECTION
1177,GSM4391814,Correct,Yes,CONTROL - BRONCHIAL EPITHELIAL CELLS,"[(82.84, 'CONTROL - BRONCHIAL EPITHELIAL CELLS'), (7.94, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (6.33, 'LUNG DISEASES, INTERSTITIAL')]",RHINOVIRUS INFECTION
1178,GSM1940651,Incorrect,No,"RHINITIS, ALLERGIC","[(35.55, 'HYPERSENSITIVITY, IMMEDIATE'), (31.52, 'LUNG DISEASES, OBSTRUCTIVE'), (20.49, 'ASTHMA')]",ALLERGIC RHINITIS
1179,GSM4391824,Correct,Yes,CONTROL - BRONCHIAL EPITHELIAL CELLS,"[(72.97, 'CONTROL - BRONCHIAL EPITHELIAL CELLS'), (21.7, 'CONTROL - PRIMARY BRONCHIAL EPITHELIAL CELLS'), (2.13, 'CONTROL - MONOCYTES')]",RHINOVIRUS INFECTION
1180,GSM4391829,Incorrect,No,RESPIRATORY TRACT INFECTIONS,"[(36.59, 'LUNG DISEASES, OBSTRUCTIVE'), (31.69, 'HYPERSENSITIVITY, IMMEDIATE'), (15.07, 'ASTHMA')]",RHINOVIRUS INFECTION
1181,GSM4391830,Correct,Yes,CONTROL - BRONCHIAL EPITHELIAL CELLS,"[(80.6, 'CONTROL - BRONCHIAL EPITHELIAL CELLS'), (9.89, 'CONTROL - PRIMARY BRONCHIAL EPITHELIAL CELLS'), (6.76, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",RHINOVIRUS INFECTION
1182,GSM4391833,Correct,Yes,CONTROL - BRONCHIAL EPITHELIAL CELLS,"[(60.66, 'CONTROL - BRONCHIAL EPITHELIAL CELLS'), (24.96, 'CONTROL - PRIMARY BRONCHIAL EPITHELIAL CELLS'), (11.51, 'CONTROL - FIBROBLASTS')]",RHINOVIRUS INFECTION
1183,GSM4391836,Incorrect,No,RESPIRATORY TRACT INFECTIONS,"[(39.52, 'LUNG DISEASES, OBSTRUCTIVE'), (31.79, 'HYPERSENSITIVITY, IMMEDIATE'), (11.74, 'ASTHMA')]",RHINOVIRUS INFECTION
1184,GSM4391837,Incorrect,No,RESPIRATORY TRACT INFECTIONS,"[(38.53, 'LUNG DISEASES, OBSTRUCTIVE'), (30.84, 'HYPERSENSITIVITY, IMMEDIATE'), (12.77, 'ASTHMA')]",RHINOVIRUS INFECTION
1185,GSM4435388,Correct,Yes,CONTROL - MONOCYTES,"[(99.62, 'CONTROL - MONOCYTES'), (0.11, 'CONTROL - CORD BLOOD MONONUCLEAR CELLS (CBMC)'), (0.09, 'CONTROL - NASAL POLYP')]",SYSTEMIC JUVENILE IDIOPATHIC ARTHRITIS
1186,GSM4435390,Correct,Yes,CONTROL - MONOCYTES,"[(99.65, 'CONTROL - MONOCYTES'), (0.1, 'CONTROL - CORD BLOOD MONONUCLEAR CELLS (CBMC)'), (0.08, 'CONTROL - NASAL POLYP')]",SYSTEMIC JUVENILE IDIOPATHIC ARTHRITIS
1187,GSM1940652,Incorrect,No,RHINITIS,"[(34.53, 'HYPERSENSITIVITY, IMMEDIATE'), (29.71, 'LUNG DISEASES, OBSTRUCTIVE'), (21.53, 'ASTHMA')]",ALLERGIC RHINITIS
1188,GSM4559194,Correct,Yes,CONTROL - LUNG,"[(99.64, 'CONTROL - LUNG'), (0.35, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",LUNG TUMOR
1189,GSM4559202,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",LUNG TUMOR
1190,GSM1376025,Correct,Yes,CONTROL - LUNG,"[(99.75, 'CONTROL - LUNG'), (0.22, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - FIBROBLASTS')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
1191,GSM4591141,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.04, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",ACUTE LYMPHOBLASTIC LEUKEMIA
1192,GSM4593047,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",RHEUMATOID ARTHRITIS
1193,GSM4594795,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(40.65, 'HYPERSENSITIVITY, IMMEDIATE'), (28.63, 'LUNG DISEASES, OBSTRUCTIVE'), (20.9, 'ASTHMA')]",ASTHMA
1194,GSM4594796,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(37.15, 'HYPERSENSITIVITY, IMMEDIATE'), (30.67, 'LUNG DISEASES, OBSTRUCTIVE'), (20.54, 'ASTHMA')]",ASTHMA
1195,GSM4594797,Incorrect,Yes,ASTHMA,"[(35.2, 'HYPERSENSITIVITY, IMMEDIATE'), (24.95, 'LUNG DISEASES, OBSTRUCTIVE'), (24.39, 'ASTHMA')]",ASTHMA
1196,GSM4594800,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(28.0, 'HYPERSENSITIVITY, IMMEDIATE'), (26.37, 'ASTHMA'), (19.94, 'LUNG DISEASES, OBSTRUCTIVE')]",ASTHMA
1197,GSM4594803,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(26.34, 'HYPERSENSITIVITY, IMMEDIATE'), (23.8, 'ASTHMA'), (22.05, 'LUNG DISEASES, OBSTRUCTIVE')]",ASTHMA
1198,GSM4594803,Incorrect,Yes,ASTHMA,"[(26.34, 'HYPERSENSITIVITY, IMMEDIATE'), (23.8, 'ASTHMA'), (22.05, 'LUNG DISEASES, OBSTRUCTIVE')]",ASTHMA
1199,GSM4594803,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(26.34, 'HYPERSENSITIVITY, IMMEDIATE'), (23.8, 'ASTHMA'), (22.05, 'LUNG DISEASES, OBSTRUCTIVE')]",ASTHMA
1200,GSM4594805,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(35.86, 'LUNG DISEASES, OBSTRUCTIVE'), (23.02, 'HYPERSENSITIVITY, IMMEDIATE'), (16.98, 'ASTHMA')]",ASTHMA
1201,GSM4594806,Incorrect,No,ASTHMA,"[(27.13, 'PNEUMONIA'), (23.81, 'LUNG DISEASES, OBSTRUCTIVE'), (22.46, 'HYPERSENSITIVITY, IMMEDIATE')]",ASTHMA
1202,GSM4594809,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(34.12, 'HYPERSENSITIVITY, IMMEDIATE'), (31.32, 'LUNG DISEASES, OBSTRUCTIVE'), (20.39, 'ASTHMA')]",ASTHMA
1203,GSM4594813,Incorrect,Yes,ASTHMA,"[(37.79, 'HYPERSENSITIVITY, IMMEDIATE'), (28.77, 'LUNG DISEASES, OBSTRUCTIVE'), (22.95, 'ASTHMA')]",ASTHMA
1204,GSM4594814,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(41.87, 'PNEUMONIA'), (18.51, 'ASTHMA'), (17.59, 'HYPERSENSITIVITY, IMMEDIATE')]",ASTHMA
1205,GSM4594814,Incorrect,Yes,ASTHMA,"[(41.87, 'PNEUMONIA'), (18.51, 'ASTHMA'), (17.59, 'HYPERSENSITIVITY, IMMEDIATE')]",ASTHMA
1206,GSM4594815,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(33.65, 'HYPERSENSITIVITY, IMMEDIATE'), (32.61, 'LUNG DISEASES, OBSTRUCTIVE'), (19.62, 'ASTHMA')]",ASTHMA
1207,GSM4594816,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(38.13, 'PNEUMONIA'), (25.1, 'LUNG DISEASES, OBSTRUCTIVE'), (15.6, 'HYPERSENSITIVITY, IMMEDIATE')]",ASTHMA
1208,GSM4594816,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(38.13, 'PNEUMONIA'), (25.1, 'LUNG DISEASES, OBSTRUCTIVE'), (15.6, 'HYPERSENSITIVITY, IMMEDIATE')]",ASTHMA
1209,GSM4594818,Incorrect,Yes,ASTHMA,"[(33.18, 'HYPERSENSITIVITY, IMMEDIATE'), (30.54, 'LUNG DISEASES, OBSTRUCTIVE'), (21.24, 'ASTHMA')]",ASTHMA
1210,GSM4594819,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(36.26, 'HYPERSENSITIVITY, IMMEDIATE'), (32.98, 'LUNG DISEASES, OBSTRUCTIVE'), (18.87, 'ASTHMA')]",ASTHMA
1211,GSM1940655,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(30.96, 'HYPERSENSITIVITY, IMMEDIATE'), (28.62, 'LUNG DISEASES, OBSTRUCTIVE'), (22.09, 'ASTHMA')]",ALLERGIC RHINITIS
