"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA06545","Allergic Rhinitis","CD4+ T cells from PBMC","GEO","Microarray","Homo sapiens","0"
"DSA06547","Allergic Rhinitis","CD4+ T cells from PBMC","GEO","Microarray","Homo sapiens","0"
"DSA06548","Allergic Rhinitis","CD4+ T cells from PBMC","GEO","Microarray","Homo sapiens","0"
"DSA06549","Allergic Rhinitis","CD4+ T cells from PBMC","GEO","Microarray","Homo sapiens","0"
"DSA06550","Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06563","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA06564","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA06565","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA06566","Asthma","Sputum","GEO","Microarray","Homo sapiens","8"
"DSA06567","Acute Respiratory Distress Syndrome","PMN","GEO","Microarray","Homo sapiens","1000"
"DSA06579","Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06596","Interstitial Lung Disease","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06602","Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06609","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06610","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","92"
"DSA06657","Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06677","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","358"
"DSA06693","Asthma","Upper airway","GEO","Microarray","Homo sapiens","585"
"DSA06694","Asthma","Lower airway","GEO","Microarray","Homo sapiens","1000"
"DSA06695","Asthma","Upper airway","GEO","Microarray","Homo sapiens","44"
"DSA06696","Asthma","Lower airway","GEO","Microarray","Homo sapiens","1000"
"DSA06697","Asthma","Upper airway","GEO","Microarray","Homo sapiens","0"
"DSA06698","Asthma","Lower airway","GEO","Microarray","Homo sapiens","233"
"DSA06699","Asthma","Nasal scrape","GEO","Microarray","Homo sapiens","0"
"DSA06700","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA06707","Chronic Obstructive Pulmonary Disease","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","51"
"DSA06713","Pulmonary Fibrosis","Lung","GEO","Microarray","Mus musculus","158"
"DSA06714","Pulmonary Fibrosis","Lung","GEO","Microarray","Mus musculus","232"
"DSA06723","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA06724","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","1"
"DSA06725","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA06740","Lung Cancer","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06742","Pneumonia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06745","Lung Cancer","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06780","Seasonal Allergic Rhinitis","Nasal epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA06794","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA06799","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","24"
"DSA06812","Asthma","Bronchial epithelium","GEO","Microarray","Homo sapiens","0"
"DSA06813","Asthma","Nasal epithelium","GEO","Microarray","Homo sapiens","0"
"DSA06814","Rhinitis","Bronchial epithelium","GEO","Microarray","Homo sapiens","0"
"DSA06815","Rhinitis","Nasal epithelium","GEO","Microarray","Homo sapiens","0"
"DSA06852","Seasonal Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06853","Seasonal Allergic Rhinitis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06872","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","0"
"DSA06873","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","0"
"DSA06874","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","0"
"DSA06875","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","0"
"DSA06914","Allergic Rhinitis","Nasal mucosa","GEO","Microarray","Homo sapiens","1"
"DSA06915","Asthma","Nasal mucosa","GEO","Microarray","Homo sapiens","227"
"DSA06916","Asthma","Nasal mucosa","GEO","Microarray","Homo sapiens","11"
"DSA06917","Allergic Rhinitis","Nasal mucosa","GEO","Microarray","Homo sapiens","28"
"DSA06918","Asthma","Nasal mucosa","GEO","Microarray","Homo sapiens","1"
"DSA06919","Asthma","Nasal mucosa","GEO","Microarray","Homo sapiens","22"
"DSA06925","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","101"
"DSA06951","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06952","Interstitial Lung Disease","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06953","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","113"
"DSA06954","Interstitial Lung Disease","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA07004","Pulmonary Hypertension","Lung","GEO","Microarray","Mus musculus","1000"
"DSA07007","Idiopathic Pulmonary Fibrosis","Alveolar macrophages","GEO","Microarray","Homo sapiens","433"
"DSA07008","Idiopathic Pulmonary Fibrosis","Alveolar macrophages","GEO","Microarray","Homo sapiens","1000"
"DSA07011","Pulmonary Hypertension","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07012","Pulmonary Hypertension","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07031","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA07032","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA07034","Allergic Rhinitis","CD4+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA07035","Allergic Rhinitis","CD4+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA07036","Allergic Rhinitis","CD4+ T-cells","GEO","Microarray","Homo sapiens","711"
"DSA07037","Allergic Rhinitis","CD4+ T-cells","GEO","Microarray","Homo sapiens","324"
"DSA07052","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA07085","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07089","Allergic Asthma","Lymphocytes","GEO","RNA-Seq","Homo sapiens","0"
"DSA07100","Influenza","Aveolar basal epithelial cells","GEO","Microarray","Homo sapiens","7"
"DSA07109","Pulmonary Arterial Hypertension","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA07149","Pulmonary Arterial Hypertension","Right ventricle","GEO","Microarray","Mus musculus","18"
"DSA07150","Pulmonary Arterial Hypertension","Right ventricle","GEO","Microarray","Mus musculus","11"
"DSA07183","Metastatic Lung Tumor","Lung","GEO","RNA-Seq","Mus musculus","2"
"DSA07184","Metastatic Lung Tumor","Lung","GEO","RNA-Seq","Mus musculus","760"
"DSA07203","Pitt-Hopkins Syndrome","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07256","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","11"
"DSA07267","Pulmonary Arterial Hypertension","Lung","GEO","Microarray","Homo sapiens","0"
"DSA07285","Alpha-1 Antitrypsin Deficiency","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07300","Pneumocystis Pneumonia","Lung","GEO","Microarray","Mus musculus","1000"
"DSA07308","Schimke Immuno-Osseous Dysplasia","Renal proximal tubular cells","GEO","Microarray","Homo sapiens","44"
"DSA07316","Systemic Sclerosis With Lung Involvement","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA07347","Pulmonary Tuberculosis","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA07350","Idiopathic Pulmonary Fibrosis","Lung epithelial cells","GEO","RNA-Seq","Homo sapiens","562"
"DSA07377","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07402","Chronic Thromboembolic Pulmonary Hypertension","Pulmonary artery","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07403","Pulmonary Arterial Hypertension","Pulmonary artery","GEO","RNA-Seq","Homo sapiens","928"
"DSA07424","Asthma","Bronchial Epithelial Cells","GEO","RNA-Seq","Homo sapiens","12"
"DSA07425","Asthma","Bronchial Epithelial Cells","GEO","RNA-Seq","Homo sapiens","13"
"DSA07431","Asthma","Airway Epithelial cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07456","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07463","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA07464","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","381"
"DSA07502","Lung Squamous Cell Carcinoma","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07503","Lung Squamous Cell Carcinoma","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07505","Small Cell Lung Cancer","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07506","Small Cell Lung Cancer","Lung","GEO","RNA-Seq","Homo sapiens","23"
"DSA07509","Lung Cancer","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA07542","Asthma","Bronchus","GEO","Microarray","Homo sapiens","0"
"DSA07543","Asthma","Epidermis","GEO","Microarray","Homo sapiens","5"
"DSA07544","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA07545","Asthma","Bronchus","GEO","Microarray","Homo sapiens","0"
"DSA07546","Asthma","Epidermis","GEO","Microarray","Homo sapiens","0"
"DSA07547","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA07548","Asthma","Bronchus","GEO","Microarray","Homo sapiens","0"
"DSA07549","Asthma","Epidermis","GEO","Microarray","Homo sapiens","6"
"DSA07550","Asthma","Sputum","GEO","Microarray","Homo sapiens","4"
"DSA07552","Pulmonary Hypertension","Blood","GEO","RNA-Seq","Homo sapiens","249"
"DSA07558","Pulmonary Hypertension","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07559","Non-Small Cell Lung Cancer","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07565","Idiopathic Pulmonary Fibrosis","Alveolar macrophages","GEO","Microarray","Homo sapiens","1000"
"DSA07566","Respiratory Bronchiolitis Interstitial Lung Disease","Alveolar macrophages","GEO","Microarray","Homo sapiens","1000"
"DSA07619","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07655","Chronic Obstructive Pulmonary Disease","Peripheral blood monocytes","GEO","Microarray","Homo sapiens","0"
"DSA07656","Chronic Obstructive Pulmonary Disease","Peripheral blood monocytes","GEO","Microarray","Homo sapiens","1000"
"DSA07696","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07697","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07698","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07699","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07700","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07763","Pulmonary Arterial Hypertension","Lung","GEO","scRNA-Seq","Mus musculus","1000"
"DSA07765","Asthma","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07795","Influenza","Placenta","GEO","RNA-Seq","Mus musculus","5"
"DSA07796","Influenza","Placenta","GEO","RNA-Seq","Mus musculus","0"
"DSA07797","Influenza","Thymus","GEO","RNA-Seq","Mus musculus","1000"
"DSA07816","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA07937","Emphysema","Lung","GEO","RNA-Seq","Mus musculus","83"
"DSA07938","Emphysema","Lung","GEO","RNA-Seq","Mus musculus","5"
"DSA08017","Lung Cancer","Gastrocnemius muscle","GEO","RNA-Seq","Mus musculus","1000"
"DSA08041","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08079","Acute Lung Injury","Lung","GEO","Microarray","Mus musculus","0"
"DSA08080","Acute Lung Injury","Lung","GEO","Microarray","Mus musculus","0"
"DSA08081","Acute Lung Injury","Lung","GEO","Microarray","Mus musculus","0"
"DSA08082","Acute Lung Injury","Lung","GEO","Microarray","Mus musculus","0"
"DSA08083","Acute Lung Injury","Lung","GEO","Microarray","Mus musculus","0"
"DSA08084","Acute Lung Injury","Lung","GEO","Microarray","Mus musculus","0"
"DSA08085","Acute Lung Injury","Brain","GEO","Microarray","Mus musculus","0"
"DSA08086","Acute Lung Injury","Brain","GEO","Microarray","Mus musculus","0"
"DSA08087","Acute Lung Injury","Brain","GEO","Microarray","Mus musculus","0"
"DSA08088","Acute Lung Injury","Brain","GEO","Microarray","Mus musculus","0"
"DSA08089","Acute Lung Injury","Brain","GEO","Microarray","Mus musculus","1"
"DSA08090","Acute Lung Injury","Brain","GEO","Microarray","Mus musculus","2"
"DSA08091","Acute Lung Injury","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Mus musculus","0"
"DSA08092","Acute Lung Injury","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Mus musculus","6"
"DSA08093","Acute Lung Injury","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Mus musculus","0"
"DSA08094","Acute Lung Injury","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Mus musculus","0"
"DSA08095","Acute Lung Injury","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Mus musculus","0"
"DSA08096","Acute Lung Injury","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Mus musculus","0"
"DSA08115","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","159"
"DSA08116","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","927"
"DSA08117","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08118","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08119","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08120","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08121","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08122","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08123","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08124","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08125","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08126","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08127","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08128","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08129","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08130","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","229"
"DSA08131","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","767"
"DSA08132","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08133","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08134","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08135","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08136","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08137","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08138","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","282"
"DSA08139","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","972"
"DSA08140","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08141","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08142","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08143","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08144","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08145","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08146","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08147","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08148","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08149","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08150","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08151","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08152","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08153","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08154","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","624"
"DSA08155","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","884"
"DSA08156","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08157","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08158","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08159","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08160","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08161","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","43"
"DSA08162","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","154"
"DSA08163","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","493"
"DSA08164","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","453"
"DSA08165","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08166","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08167","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08168","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08169","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","127"
"DSA08170","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","782"
"DSA08171","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08172","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08173","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08174","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08175","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08176","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08177","Influenza","Dendritic cell","GEO","Microarray","Homo sapiens","227"
"DSA08178","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08179","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08180","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08181","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08182","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08183","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08184","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08185","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","328"
"DSA08186","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","913"
"DSA08187","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08188","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08189","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08190","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08191","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08192","Influenza","Dendritic cells","GEO","Microarray","Homo sapiens","1000"
"DSA08247","Lung Cancer","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08248","Lung Cancer","Lung","GEO","RNA-Seq","Mus musculus","817"
"DSA08249","Lung Cancer","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08250","Lung Cancer","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08251","Lung Cancer","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08267","Lung Cancer","Lung","GEO","Microarray","Mus musculus","25"
"DSA08268","Lung Cancer","Lung","GEO","Microarray","Mus musculus","2"
"DSA08272","Asthma","Cord blood mononuclear cells (CBMC)","GEO","RNA-Seq","Homo sapiens","29"
"DSA08273","Lower Respiratory Tract Infections","Cord blood mononuclear cells (CBMC)","GEO","RNA-Seq","Homo sapiens","11"
"DSA08385","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08386","Influenza","Lung","GEO","Microarray","Mus musculus","556"
"DSA08387","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08388","Influenza","Lung","GEO","Microarray","Mus musculus","121"
"DSA08389","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08390","Influenza","Lung","GEO","Microarray","Mus musculus","855"
"DSA08391","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08392","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08393","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08394","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08395","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08396","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08400","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08429","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08430","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08466","Lung Squamous Cell Carcinoma","Lung","GEO","Microarray","Homo sapiens","0"
"DSA08467","Lung Squamous Cell Carcinoma","Lung","GEO","Microarray","Homo sapiens","0"
"DSA08468","Lung Squamous Cell Carcinoma","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA08469","Lung Squamous Cell Carcinoma","Lung","GEO","Microarray","Homo sapiens","459"
"DSA08470","Lung Squamous Cell Carcinoma","Lung","GEO","Microarray","Homo sapiens","58"
"DSA08479","Asthma","Null","GEO","Microarray","Homo sapiens","141"
"DSA08501","Non-Small Cell Lung Cancer","Null","GEO","Microarray","Homo sapiens","1000"
"DSA08509","Pulmonary Hypertension","Pulmonary arterial endothelial cells","GEO","Microarray","Homo sapiens","349"
"DSA08510","Influenza","Primary normal human bronchial epithelial (NHBE) cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08518","Influenza","Primary normal human bronchial epithelial (NHBE) cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08550","Pulmonary Arterial Hypertension","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08558","H1N1 Influenza","Lung","GEO","RNA-Seq","Mus musculus","908"
"DSA08559","H1N1 Influenza","Lung","GEO","RNA-Seq","Mus musculus","516"
"DSA08568","Pulmonary Aspergillosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08569","Pulmonary Aspergillosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08572","Lung Carcinoma","Null","GEO","Microarray","Homo sapiens","1000"
"DSA08579","Lung Injury","Lung","GEO","Microarray","Mus musculus","2"
"DSA08580","Lung Injury","Lung","GEO","Microarray","Mus musculus","0"
"DSA08581","Lung Injury","Lung","GEO","Microarray","Mus musculus","0"
"DSA08630","Asthma","CD4 T cells","GEO","Microarray","Homo sapiens","766"
"DSA08631","Asthma","CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA08636","Influenza","Liver","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08642","Pneumonia","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08643","Influenza A (H1N1)","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08655","Asthma","CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA08656","Asthma","CD4 T cells","GEO","Microarray","Homo sapiens","1000"
"DSA08662","Influenza","Primary human plasmacytoid dendritic","GEO","Microarray","Homo sapiens","733"
"DSA08663","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08676","Asthma","Primary bronchial epithelial cells","GEO","RNA-Seq","Homo sapiens","65"
"DSA08677","Asthma","Primary bronchial epithelial cells","GEO","RNA-Seq","Homo sapiens","305"
"DSA08684","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08685","Influenza","Lung","GEO","Microarray","Mus musculus","965"
"DSA08686","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08687","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08688","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08689","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08690","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08691","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08692","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08693","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08694","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08695","Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08717","Asthma","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA08719","Rhinitis","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA08722","Asthma","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA08724","Rhinitis","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA08802","Asthma","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA08804","Asthma","Bronchus","GEO","Microarray","Homo sapiens","971"
"DSA08805","Asthma","Bronchus","GEO","Microarray","Homo sapiens","1000"
"DSA08806","Asthma","Bronchus","GEO","Microarray","Homo sapiens","923"
"DSA08839","Asthma","Bronchial epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA08845","Idiopathic Pulmonary Hypertension","Null","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08848","Idiopathic Pulmonary Fibrosis","Primary pulmonary fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA08868","Asthma","Bronchial epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA08869","Asthma","Alveolar macrophages","GEO","RNA-Seq","Homo sapiens","954"
"DSA08876","Unilateral Nasal Obstruction","Kidney","GEO","RNA-Seq","Mus musculus","1000"
"DSA08878","Pulmonary Arterial Hypertension","Pulmonary artery","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08883","Asthma","Bronchial epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA08894","Asthma","Bronchial epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA08895","Acute Lung Injury","Lung","GEO","Microarray","Mus musculus","563"
"DSA08896","Acute Lung Injury","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08904","Cystic Fibrosis","Sputum cells","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA08929","H1N1 Influenza","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08930","Influenza","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08932","H1N1 Influenza","Lung","GEO","Microarray","Mus musculus","1000"
"DSA08933","H1N1 Influenza","Lung","GEO","Microarray","Mus musculus","1000"
