"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA03691","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03692","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03693","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03694","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03695","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03710","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA03711","Plasma Cell Leukemia","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA03712","Multiple Myeloma","Plasma cells","GEO","Microarray","Homo sapiens","1000"
"DSA03721","Type 1 Diabetes","Pancreas","GEO","Microarray","Mus musculus","1"
"DSA03736","Sjogren's Syndrome","Labial salivary gland","GEO","Microarray","Homo sapiens","91"
"DSA03737","IgG4-Related Disease","Labial salivary gland","GEO","Microarray","Homo sapiens","1000"
"DSA03741","Primary Sjogren Syndrome","Parotid","GEO","Microarray","Homo sapiens","610"
"DSA03742","Sicca","Parotid","GEO","Microarray","Homo sapiens","315"
"DSA03743","Asthma","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA03746","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA03747","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","5"
"DSA03748","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA03749","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA03750","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03751","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03752","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","1"
"DSA03768","Autoimmune Pulmonary Alveolar Proteinosis","Left ventricle","GEO","Microarray","Homo sapiens","1000"
"DSA03773","Primary Immunoglobulin A Nephropathy (Disorder)","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03805","Type 1 Diabetes","CD14+ monocytes","GEO","Microarray","Homo sapiens","23"
"DSA03817","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","880"
"DSA03828","Primary Sjogren Syndrome","Minor salivary glands","GEO","RNA-Seq","Homo sapiens","1"
"DSA03829","Autoimmune Lymphoproliferative Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03881","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","675"
"DSA03923","Eosinophilic Esophagitis","Whole blood","GEO","RNA-Seq","Homo sapiens","3"
"DSA03924","Eosinophilic Esophagitis","Esophagus","GEO","RNA-Seq","Homo sapiens","505"
"DSA03927","Systemic Lupus Erythematosus","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA03928","Systemic Lupus Erythematosus","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA03929","Systemic Lupus Erythematosus","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA03930","Lymphoma","Null","GEO","Microarray","Mus musculus","1000"
"DSA03945","Rheumatoid Arthritis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03946","Rheumatoid Arthritis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03947","Rheumatoid Arthritis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03948","Rheumatoid Arthritis","Sinovial fluid","GEO","RNA-Seq","Homo sapiens","43"
"DSA03949","Rheumatoid Arthritis","Sinovial fluid","GEO","RNA-Seq","Homo sapiens","47"
"DSA03950","Rheumatoid Arthritis","Sinovial fluid","GEO","RNA-Seq","Homo sapiens","154"
"DSA03959","Sjogren's Syndrome","Salivary gland","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03962","Lymphoma","Null","GEO","Microarray","Mus musculus","1000"
"DSA03963","Lupus Nephritis","Kidney","GEO","RNA-Seq","Homo sapiens","83"
"DSA03977","Chronic Graft-Versus-Host Disease","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03978","Chronic Graft-Versus-Host Disease","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04005","Acquired Immunodeficiency Syndrome","Peripheral blood mononuclear cells (PBMCs)","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04013","Acute Graft Versus Host Disease","Peripheral blood","GEO","RNA-Seq","Homo sapiens","172"
"DSA04014","Acute Graft Versus Host Disease","Peripheral blood","GEO","RNA-Seq","Homo sapiens","239"
"DSA04017","Systemic Lupus Erythematosus","Peripheral blood","GEO","RNA-Seq","Homo sapiens","224"
"DSA04056","Multiple Myeloma","Null","GEO","Microarray","Mus musculus","1000"
"DSA04057","Multiple Myeloma","Null","GEO","Microarray","Mus musculus","857"
"DSA04061","Asthma","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04062","Asthma","Lung","GEO","RNA-Seq","Homo sapiens","687"
"DSA04082","Multiple Sclerosis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04083","Multiple Sclerosis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04100","Chronic Lymphocytic Leukemia","Bone Marrow Mononuclear Cells","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04109","Monoclonal Gammopathy of Undetermined Significance","Bone Marrow Mononuclear cells","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04110","Waldenstrom Macroglobulinemia","Bone Marrow Mononuclear cells","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04124","Graft Versus Host Disease","Microglia","GEO","RNA-Seq","Mus musculus","65"
"DSA04125","Graft Versus Host Disease","Hippocampus","GEO","RNA-Seq","Mus musculus","610"
"DSA04159","Cutaneous T Cell Lymphoma","Null","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04160","Cutaneous T Cell Lymphoma","Null","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04161","Cutaneous T Cell Lymphoma","Null","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04162","Cutaneous T Cell Lymphoma","Null","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04192","Atopic Dermatitis","Skin","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04194","Diffuse Large B-Cell Lymphoma","Lymph node","GEO","Microarray","Homo sapiens","1000"
"DSA04205","Type 1 Diabetes","Islet","GEO","RNA-Seq","Mus musculus","104"
"DSA04214","Diffuse Large B-Cell Lymphoma","Lymph node","GEO","Microarray","Homo sapiens","1000"
"DSA04217","Diffuse Large B-Cell Lymphoma","Lymph node","GEO","Microarray","Homo sapiens","1000"
"DSA04218","Diffuse Large B-Cell Lymphoma","EBV-immortalized lymphoblastoid B cell","GEO","Microarray","Homo sapiens","1000"
"DSA04223","Chronic Lymphocytic Leukemia","CD19+ purified cells","GEO","Microarray","Homo sapiens","7"
"DSA04239","Type 1 Diabetes","Muscle","GEO","Microarray","Homo sapiens","0"
"DSA04240","Type 1 Diabetes","Vastus lateralis","GEO","Microarray","Homo sapiens","0"
"DSA04253","Monoclonal Gammopathy of Undetermined Significance","Plasma","GEO","RNA-Seq","Homo sapiens","608"
"DSA04254","Multiple Myeloma","Plasma","GEO","RNA-Seq","Homo sapiens","396"
"DSA04256","Multiple Myeloma","Plasma","GEO","RNA-Seq","Homo sapiens","336"
"DSA04264","Type 1 Diabetes","Bone marrow","GEO","RNA-Seq","Mus musculus","1000"
"DSA04282","Acquired Immunodeficiency Syndrome","Primary bronchial epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA04283","Acquired Immunodeficiency Syndrome","Primary bronchial epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA04284","Acquired Immunodeficiency Syndrome","Primary bronchial epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA04285","Acquired Immunodeficiency Syndrome","Primary bronchial epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA04287","B-Cell Pediatric Acute Lymphoblastic Leukemia","Bone marrow","GEO","Microarray","Homo sapiens","39"
"DSA04288","B-Cell Pediatric Acute Lymphoblastic Leukemia","Bone marrow","GEO","Microarray","Homo sapiens","1"
"DSA04301","Type 1 Diabetes","Whole blood","GEO","RNA-Seq","Homo sapiens","3"
"DSA04324","Atopic Dermatitis","CD4+ T cells","GEO","RNA-Seq","Homo sapiens","59"
"DSA04327","Allergic Rhinitis","Sputum","GEO","Microarray","Homo sapiens","1000"
"DSA04338","Granulomatosis With Polyangiitis","Peripheral naive CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04339","Granulomatosis With Polyangiitis","Peripheral naive CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04357","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","12"
"DSA04362","Polyarticular Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","752"
"DSA04363","Polyarticular Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","119"
"DSA04365","Systemic Lupus Erythematosus","T cells","GEO","Microarray","Homo sapiens","0"
"DSA04388","Wegener's Granulomatosis","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA04389","Wegener's Granulomatosis","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA04390","Wegener's Granulomatosis","PMN","GEO","Microarray","Homo sapiens","0"
"DSA04391","Wegener's Granulomatosis","PMN","GEO","Microarray","Homo sapiens","1000"
"DSA04397","Type 1 Diabetes","Tibia","GEO","RNA-Seq","Mus musculus","8"
"DSA04398","Rheumatoid Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","10"
"DSA04399","Food Allergy","CD3+CD4+CD45RA+CCR7+ T cells","GEO","RNA-Seq","Homo sapiens","121"
"DSA04400","Food Allergy","CD3+CD4+CD45RA+CCR7+ T cells","GEO","RNA-Seq","Homo sapiens","1"
"DSA04401","Food Allergy","CD3+CD4+CD45RA+CCR7+ T cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04402","Food Allergy","CD3+CD4+CD45RA+CCR7+ T cells","GEO","RNA-Seq","Homo sapiens","1"
"DSA04403","Food Allergy","CD3+CD4+CD45RA+CCR7+ T cells","GEO","RNA-Seq","Homo sapiens","973"
"DSA04404","Food Allergy","CD3+CD4+CD45RA+CCR7+ T cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04405","Food Allergy","CD3+CD4+CD45RA+CCR7+ T cells","GEO","RNA-Seq","Homo sapiens","1"
"DSA04408","Multiple Sclerosis","CD4+ T lymphocytes","GEO","Microarray","Homo sapiens","1"
"DSA04409","Multiple Sclerosis","CD14+ monocytes","GEO","Microarray","Homo sapiens","0"
"DSA04438","Primary Progressive Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","64"
"DSA04460","Asthma","Nasal airway epithelium","GEO","Microarray","Homo sapiens","211"
"DSA04465","Bloom Syndrome","Fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA04478","Allergic Asthma","Spleen","GEO","Microarray","Mus musculus","0"
"DSA04479","Allergic Asthma","Spleen","GEO","Microarray","Mus musculus","0"
"DSA04483","Hepatosplenic T-Cell Lymphoma","Spleen","GEO","Microarray","Homo sapiens","962"
"DSA04495","IgA Nephropathy","CD14+ cells","GEO","Microarray","Homo sapiens","0"
"DSA04500","Eosinophilic Esophagitis","Esophagus","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04501","Juvenile Spondyloarthropathy","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA04505","Monoclonal Gammopathy of Undetermined Significance","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA04506","Smoldering Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA04507","Asthma","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA04508","Asthma","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA04514","Cutaneous T Cell Lymphoma","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA04515","Cutaneous T Cell Lymphoma","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA04516","Cutaneous T Cell Lymphoma","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA04517","Cutaneous T Cell Lymphoma","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA04541","Chronic Graft-Versus-Host Disease","Null","GEO","Microarray","Homo sapiens","1000"
"DSA04542","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","390"
"DSA04543","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","894"
"DSA04547","Chronic Lymphocytic Leukemia","Null","GEO","Microarray","Mus musculus","1000"
"DSA04548","Chronic Lymphocytic Leukemia","Null","GEO","Microarray","Mus musculus","1000"
"DSA04552","Ataxia-Telangiectasia","Cerebellum","GEO","Microarray","Homo sapiens","1000"
"DSA04555","Rheumatoid Arthritis","Tarsal joint","GEO","Microarray","Mus musculus","4"
"DSA04556","Rheumatoid Arthritis","Tarsal joint","GEO","Microarray","Mus musculus","1000"
"DSA04557","Rheumatoid Arthritis","Tarsal joint","GEO","Microarray","Mus musculus","12"
"DSA04558","Rheumatoid Arthritis","Tarsal joint","GEO","Microarray","Mus musculus","0"
"DSA04569","Lymphoma","Null","GEO","Microarray","Mus musculus","203"
"DSA04570","Lymphoma","Null","GEO","Microarray","Mus musculus","1000"
"DSA04571","Lymphoma","Null","GEO","Microarray","Mus musculus","739"
"DSA04576","Waldenstrom Macroglobulinemia","Bone marrow","GEO","Microarray","Homo sapiens","761"
"DSA04577","Waldenstrom Macroglobulinemia","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA04578","Waldenstrom Macroglobulinemia","Bone marrow","GEO","Microarray","Homo sapiens","95"
"DSA04599","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","0"
"DSA04600","Lupus Nephritis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA04605","Allergic Contact Dermatitis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA04606","Allergic Contact Dermatitis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA04607","Allergic Contact Dermatitis","Skin","GEO","Microarray","Homo sapiens","999"
"DSA04608","Allergic Contact Dermatitis","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA04635","Peripheral T-Cell Lymphoma","Null","GEO","Microarray","Mus musculus","1000"
"DSA04644","Asthma","Airway smooth muscle","GEO","Microarray","Homo sapiens","0"
"DSA04645","Giant Cell Arteritis","Temporal artery","GEO","Microarray","Homo sapiens","0"
"DSA04655","T-Cell Acute Lymphoblastic Leukemia","Thymus","GEO","Microarray","Mus musculus","1000"
"DSA04656","Asthma","Lung","GEO","RNA-Seq","Homo sapiens","5"
"DSA04681","Polyarticular Juvenile Idiopathic Arthritis","Peripheral Blood","GEO","Microarray","Homo sapiens","505"
"DSA04684","Asthma","Airway","GEO","Microarray","Homo sapiens","45"
"DSA04685","Asthma","Airway","GEO","Microarray","Homo sapiens","50"
"DSA04689","Rheumatoid Arthritis","Effector T-cells","GEO","Microarray","Homo sapiens","0"
"DSA04690","Rheumatoid Arthritis","Null","GEO","Microarray","Homo sapiens","0"
"DSA04701","Follicular Lymphoma","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","25"
"DSA04702","Follicular Lymphoma","Lymph node","GEO","Microarray","Homo sapiens","1000"
"DSA04706","Asthma","Nasal epithelium","GEO","Microarray","Homo sapiens","70"
"DSA04715","Sjogren's Syndrome","Salivary gland","GEO","RNA-Seq","Mus musculus","1000"
"DSA04718","Polyarticular Juvenile Idiopathic Arthritis","Peripheral Blood","GEO","Microarray","Homo sapiens","462"
"DSA04719","Polyarticular Juvenile Idiopathic Arthritis","Peripheral Blood","GEO","Microarray","Homo sapiens","0"
"DSA04756","Primary Sjogren Syndrome","Null","GEO","Microarray","Homo sapiens","0"
"DSA04757","Primary Sjogren Syndrome","Null","GEO","Microarray","Homo sapiens","0"
"DSA04758","Primary Sjogren Syndrome","Null","GEO","Microarray","Homo sapiens","0"
"DSA04759","Primary Sjogren Syndrome","Null","GEO","Microarray","Homo sapiens","1"
"DSA04762","Rheumatoid Arthritis","CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04763","Rheumatoid Arthritis","CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04764","Rheumatoid Arthritis","CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04765","Rheumatoid Arthritis","CD8 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04766","Rheumatoid Arthritis","CD8 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04767","Rheumatoid Arthritis","CD8 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04768","Rheumatoid Arthritis","CD8 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04769","Rheumatoid Arthritis","Monocytes","GEO","Microarray","Homo sapiens","0"
"DSA04770","Rheumatoid Arthritis","Monocytes","GEO","Microarray","Homo sapiens","0"
"DSA04771","Rheumatoid Arthritis","Monocytes","GEO","Microarray","Homo sapiens","3"
"DSA04772","Rheumatoid Arthritis","Neutrophils","GEO","Microarray","Homo sapiens","0"
"DSA04773","Rheumatoid Arthritis","NK cells","GEO","Microarray","Homo sapiens","57"
"DSA04774","Rheumatoid Arthritis","NK cells","GEO","Microarray","Homo sapiens","10"
"DSA04811","Asthma","Airway smooth muscle","GEO","RNA-Seq","Homo sapiens","1"
"DSA04812","Asthma","Airway smooth muscle","GEO","RNA-Seq","Homo sapiens","1"
"DSA04813","Primary Sjogren Syndrome","Null","GEO","Microarray","Homo sapiens","0"
"DSA04814","Primary Sjogren Syndrome","Null","GEO","Microarray","Homo sapiens","0"
"DSA04815","Primary Sjogren Syndrome","Null","GEO","Microarray","Homo sapiens","0"
"DSA04889","Rheumatoid Arthritis","Macrophages","GEO","Microarray","Homo sapiens","1000"
"DSA04905","Primary Progressive Multiple Sclerosis","Peripheral blood","ArrayExpress","Microarray","Homo sapiens","852"
"DSA04911","Neuromyelitis Optica","Microglia","GEO","RNA-Seq","Mus musculus","1000"
"DSA04916","Rheumatoid Arthritis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04917","Rheumatoid Arthritis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04925","Relapsing-Remitting Multiple Sclerosis","Peripheral blood","ArrayExpress","Microarray","Homo sapiens","24"
"DSA04934","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA04935","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","63"
"DSA04946","Secondary Progressive Multiple Sclerosis","Peripheral blood","ArrayExpress","Microarray","Homo sapiens","471"
"DSA04969","T-Cell Acute Lymphoblastic Leukemia","Thymocytes","GEO","Microarray","Mus musculus","1000"
"DSA04970","T-Cell Acute Lymphoblastic Leukemia","Thymocytes","GEO","Microarray","Mus musculus","1000"
"DSA04981","Lymphoma","Thymus","GEO","RNA-Seq","Mus musculus","1000"
"DSA04984","T-Lymphoblastic Lymphoma","Thymus","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05038","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05040","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05041","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05043","Rheumatoid Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05044","Multiple Sclerosis","Spinal cord","GEO","scRNA-Seq","Mus musculus","1000"
"DSA05045","Multiple Sclerosis","Cultured T lymphocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05046","Multiple Sclerosis","Cultured T lymphocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05047","Multiple Sclerosis","Peripheral blood leukocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05048","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","675"
"DSA05049","Atopic Dermatitis","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05050","Atopic Dermatitis","Skin","GEO","RNA-Seq","Homo sapiens","393"
"DSA05051","Atopic Dermatitis","Skin","GEO","RNA-Seq","Homo sapiens","175"
"DSA05052","Atopic Dermatitis","Skin","GEO","RNA-Seq","Homo sapiens","253"
"DSA05053","Atopic Dermatitis","Skin","GEO","RNA-Seq","Homo sapiens","475"
"DSA05066","Multiple Myeloma","Bone marrow plasma cells","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05067","Multiple Myeloma","Bone marrow plasma cells","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05068","Multiple Myeloma","Bone marrow plasma cells","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05069","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05077","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","1"
"DSA05078","Multiple Sclerosis","Peripheral blood mononuclear cells (PBMCs)","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05080","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05083","Multiple Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA05084","Multiple Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA05085","Multiple Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA05087","Primary Sjogren Syndrome","Neutrophils","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05111","Asthma","Peripheral whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05218","Experimental Autoimmune Encephalomyelitis","Brain","GEO","scRNA-Seq","Mus musculus","1000"
"DSA05219","Experimental Autoimmune Encephalomyelitis","Brain","GEO","scRNA-Seq","Mus musculus","1000"
"DSA05233","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","214"
"DSA05234","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05237","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","12"
"DSA05238","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","470"
"DSA05240","Lupus Nephritis","Glomerulus","GEO","Microarray","Homo sapiens","229"
"DSA05241","Lupus Nephritis","Tubulointerstitium","GEO","Microarray","Homo sapiens","263"
"DSA05242","Lupus Nephritis","Glomerulus","GEO","Microarray","Homo sapiens","193"
"DSA05243","Lupus Nephritis","Tubulointerstitium","GEO","Microarray","Homo sapiens","267"
"DSA05267","Multiple Myeloma","Osteocytes","GEO","RNA-Seq","Mus musculus","224"
"DSA05271","Eosinophilic Esophagitis","Esophagus","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05272","Eosinophilic Esophagitis","Esophagus","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05281","Giant Cell Arteritis","Whole blood","GEO","RNA-Seq","Homo sapiens","199"
"DSA05282","Giant Cell Arteritis","Whole blood","GEO","RNA-Seq","Homo sapiens","0"
"DSA05283","Giant Cell Arteritis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05316","Allergy","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05317","Allergy","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05318","Allergy","Peripheral blood","GEO","Microarray","Homo sapiens","1"
"DSA05319","Allergy","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05320","Allergy","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05321","Allergy","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05333","Type 1 Diabetes","Null","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA05334","Erythema Nodosum","Skin","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05353","Primary Sjogren Syndrome","Null","ArrayExpress","Microarray","Homo sapiens","319"
"DSA05356","Juvenile Idiopathic Arthritis","Peripheral blood","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05371","Rheumatoid Arthritis","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA05372","Rheumatoid Arthritis","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA05373","Rheumatoid Arthritis","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA05374","Rheumatoid Arthritis","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA05375","Rheumatoid Arthritis","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA05392","Asthma","Null","GEO","RNA-Seq","Homo sapiens","6"
"DSA05393","Asthma","Null","GEO","RNA-Seq","Homo sapiens","0"
"DSA05394","Asthma","Null","GEO","RNA-Seq","Homo sapiens","3"
"DSA05395","Asthma","Null","GEO","RNA-Seq","Homo sapiens","6"
"DSA05396","Asthma","LAD2 MCs cultured with Asthmatic AECs","GEO","RNA-Seq","Homo sapiens","9"
"DSA05397","Asthma","LAD2 MCs cultured with Asthmatic AECs","GEO","RNA-Seq","Homo sapiens","1"
"DSA05404","Rheumatoid Arthritis","Knee synovium","GEO","Microarray","Homo sapiens","2"
"DSA05411","Asthma","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","20"
"DSA05412","Asthma","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","9"
"DSA05456","Multiple Sclerosis","Blood","GEO","RNA-Seq","Homo sapiens","145"
"DSA05459","Multiple Sclerosis","IPSC-derived oligodendrocyte lineage cells","GEO","RNA-Seq","Homo sapiens","473"
"DSA05508","Multiple Sclerosis","Brain white matter","GEO","RNA-Seq","Homo sapiens","18"
"DSA05509","Multiple Sclerosis","Brain white matter","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05510","Multiple Sclerosis","Brain white matter","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05514","Lupus Nephritis","Kidney","GEO","Microarray","Mus musculus","1000"
"DSA05527","B-Cell Non-Hodgkin's Lymphoma","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05529","B-Cell Non-Hodgkin Lymphoma","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05533","Systemic Lupus Erythematosus","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA05537","Multiple Sclerosis","Blood","GEO","RNA-Seq","Homo sapiens","297"
"DSA05546","Multiple Sclerosis","White matter","GEO","RNA-Seq","Homo sapiens","116"
"DSA05606","Systemic Lupus Erythematosus","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA05607","Systemic Lupus Erythematosus","Whole blood","GEO","Microarray","Homo sapiens","986"
"DSA05608","Still's Disease","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA05631","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA05632","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","832"
"DSA05654","Systemic Lupus Erythematosus","Endothelial progenitor cells (EPCs)/myeloid circulating angiogenic cells (CACs)","GEO","Microarray","Homo sapiens","1000"
"DSA05655","Systemic Lupus Erythematosus","Endothelial progenitor cells (EPCs)/myeloid circulating angiogenic cells (CACs)","GEO","Microarray","Homo sapiens","1000"
