"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA07804","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","31"
"DSA07805","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","132"
"DSA07806","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","1000"
"DSA07807","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","364"
"DSA07808","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","255"
"DSA07809","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","861"
"DSA07810","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","1000"
"DSA07811","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","566"
"DSA07812","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","98"
"DSA07813","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","37"
"DSA07814","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","1000"
"DSA07815","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","225"
"DSA07869","Obesity","Heart","GEO","RNA-Seq","Mus musculus","30"
"DSA07872","Iron-Deficiency Anemia","Heart","GEO","RNA-Seq","Mus musculus","1000"
"DSA07886","Obesity","Submandibular gland","GEO","Microarray","Mus musculus","0"
"DSA07894","Obesity","Visceral adipose tissue","GEO","scRNA-Seq","Mus musculus","1000"
"DSA07973","Albinism","Retinal pigment epithelium","GEO","Microarray","Mus musculus","0"
"DSA08014","Amyotrophic Lateral Sclerosis","Cerebellum","GEO","RNA-Seq","Mus musculus","313"
"DSA08015","Amyotrophic Lateral Sclerosis","Cortex","GEO","RNA-Seq","Mus musculus","75"
"DSA08016","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","78"
"DSA08065","Gestational Diabetes","Umbilical cord","GEO","Microarray","Homo sapiens","0"
"DSA08097","Malnutrition","Tibialis anterior","GEO","Microarray","Mus musculus","0"
"DSA08098","Malnutrition","Tibialis anterior","GEO","Microarray","Mus musculus","0"
"DSA08103","Obesity","Kidney","GEO","Microarray","Mus musculus","51"
"DSA08104","Obesity","Kidney","GEO","Microarray","Mus musculus","1000"
"DSA08229","Obesity","White adipose tissue","GEO","Microarray","Homo sapiens","1000"
"DSA08300","Amyotrophic Lateral Sclerosis","Microglia","GEO","Microarray","Mus musculus","1000"
"DSA08411","Juvenile Neuronal Ceroid Lipofuscinosis","HiPSC-derived cerebral organoids","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08444","Insulin Resistance","White adipose tissue","GEO","RNA-Seq","Mus musculus","77"
"DSA08460","Hypercholesterolemia","Aortic valve","GEO","RNA-Seq","Mus musculus","174"
"DSA08462","Type 1 Diabetes","Hypothalamus","GEO","Microarray","Mus musculus","263"
"DSA08463","Type 1 Diabetes","Hypothalamus","GEO","Microarray","Mus musculus","249"
"DSA08472","Obesity","Uterine NK cell","GEO","Microarray","Homo sapiens","0"
"DSA08473","Prediabetes","Sciatic nerve","GEO","RNA-Seq","Mus musculus","118"
"DSA08474","Prediabetes","Sciatic nerve","GEO","RNA-Seq","Mus musculus","330"
"DSA08475","Type 2 Diabetes","Sciatic nerve","GEO","RNA-Seq","Mus musculus","52"
"DSA08477","Type 2 Diabetes","Sciatic nerve","GEO","RNA-Seq","Mus musculus","62"
"DSA08535","Obesity","Visceral white adipose tissue","GEO","RNA-Seq","Mus musculus","1000"
"DSA08536","Obesity","Visceral white adipose tissue","GEO","RNA-Seq","Mus musculus","1000"
"DSA08540","Type 2 Diabetes","Lacrimal gland","GEO","RNA-Seq","Mus musculus","1000"
"DSA08551","Obesity","Liver","GEO","Microarray","Mus musculus","139"
"DSA08557","Obesity","Heart","GEO","RNA-Seq","Mus musculus","6"
"DSA08577","Metabolic Diseases","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08578","Metabolic Diseases","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA08609","Amyotrophic Lateral Sclerosis","Brain","GEO","RNA-Seq","Mus musculus","1000"
"DSA08610","Amyotrophic Lateral Sclerosis","Brain","GEO","RNA-Seq","Mus musculus","1000"
"DSA08633","Obesity","Primary stromal cells","GEO","RNA-Seq","Mus musculus","18"
"DSA08634","Obesity","Primary stromal cells","GEO","RNA-Seq","Mus musculus","3"
"DSA08654","Type 1 Diabetes","Knee joint","GEO","RNA-Seq","Mus musculus","1000"
"DSA08665","Obesity","Pancreatic islet","GEO","RNA-Seq","Mus musculus","1000"
"DSA08670","Obesity","Hypothalamus","GEO","RNA-Seq","Mus musculus","2"
"DSA08671","Obesity","Hypothalamus","GEO","RNA-Seq","Mus musculus","3"
"DSA08770","Metabolic Syndrome","Adipose tissue","GEO","Microarray","Homo sapiens","1"
"DSA08771","Metabolic Syndrome","Adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA08772","Metabolic Syndrome","Adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA08773","Metabolic Syndrome","Adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA08785","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","15"
"DSA08790","Amyotrophic Lateral Sclerosis","IPSC-derived astrocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08792","Ataxia-Telangiectasia","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","23"
"DSA08795","Type 1 Diabetes","Null","GEO","RNA-Seq","Homo sapiens","233"
"DSA08796","Type 1 Diabetes","Null","GEO","RNA-Seq","Homo sapiens","615"
"DSA08797","Type 1 Diabetes","Null","GEO","RNA-Seq","Homo sapiens","653"
"DSA08851","Lynch Syndrome","Colorectal mucosa","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08853","Multiple Mitochondrial Dysfunctions Syndrome","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08854","Multiple Mitochondrial Dysfunctions Syndrome","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08864","Cockayne Syndrome","Brain","GEO","Microarray","Homo sapiens","1000"
"DSA08871","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","12"
"DSA08872","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","3"
"DSA08873","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","749"
"DSA08874","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","8"
"DSA08902","Coeliac Disease","Duodenum small intestine","GEO","RNA-Seq","Homo sapiens","15"
"DSA08903","Coeliac Disease","Duodenum small intestine","GEO","RNA-Seq","Homo sapiens","549"
"DSA08927","Coeliac Disease","Peripheral blood","GEO","Microarray","Homo sapiens","148"
"DSA09128","Vitamin D Deficiency","Ovary","GEO","Microarray","Mus musculus","0"
"DSA09129","Vitamin D Deficiency","Ovary","GEO","Microarray","Mus musculus","1000"
"DSA09130","Vitamin D Deficiency","Pituitary gland","GEO","Microarray","Mus musculus","1000"
"DSA09131","Vitamin D Deficiency","Pituitary gland","GEO","Microarray","Mus musculus","1000"
"DSA09135","Obesity","Visceral fat","GEO","Microarray","Mus musculus","0"
"DSA09136","Obesity","Visceral fat","GEO","Microarray","Mus musculus","31"
"DSA09140","Obesity","Lung","GEO","Microarray","Mus musculus","1000"
"DSA09141","Obesity","Lung","GEO","Microarray","Mus musculus","1000"
"DSA09142","Obesity","Lung","GEO","Microarray","Mus musculus","300"
"DSA09143","Obesity","Lung","GEO","Microarray","Mus musculus","46"
"DSA09144","Obesity","Lung","GEO","Microarray","Mus musculus","378"
"DSA09152","Type 2 Diabetes","Pancreatic islet","GEO","Microarray","Homo sapiens","2"
"DSA09158","Type 1 Diabetes","Liver","GEO","Microarray","Mus musculus","1000"
"DSA09174","Obesity","Liver","GEO","Microarray","Mus musculus","551"
"DSA09175","Obesity","Liver","GEO","Microarray","Mus musculus","394"
"DSA09208","Obesity","Atria","GEO","RNA-Seq","Mus musculus","432"
"DSA09234","Vitamin A Deficiency","Testis","GEO","Microarray","Mus musculus","0"
"DSA09235","Vitamin A Deficiency","Testis","GEO","Microarray","Mus musculus","0"
"DSA09278","Type 2 Diabetes","Liver","GEO","Microarray","Mus musculus","174"
"DSA09330","Zellweger Spectrum Disorder","Liver","GEO","RNA-Seq","Mus musculus","1000"
"DSA09332","Amyotrophic Lateral Sclerosis","Null","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09333","Amyotrophic Lateral Sclerosis","Null","GEO","Microarray","Homo sapiens","1000"
"DSA09355","Coeliac Disease","Duodenum","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09359","Smith-Lemli-Opitz Syndrome","Liver","GEO","RNA-Seq","Mus musculus","0"
"DSA09360","Desmosterolosis","Macrophages","GEO","RNA-Seq","Mus musculus","301"
"DSA09361","Desmosterolosis","Liver","GEO","RNA-Seq","Mus musculus","0"
"DSA09371","Obesity","Whole blood","GEO","RNA-Seq","Homo sapiens","0"
"DSA09390","Amyotrophic Lateral Sclerosis","IPSC-derived motor neurons","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09458","Glucose Intolerance","Subcutaneous adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA09459","Diabetes Mellitus","Subcutaneous adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA09549","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","Microarray","Homo sapiens","20"
"DSA09559","Obesity","Umbilical cord blood","GEO","Microarray","Homo sapiens","0"
"DSA09560","Familial Hypercholesterolemia","Monocyte","GEO","Microarray","Homo sapiens","24"
"DSA09561","Familial Hypercholesterolemia","Monocyte","GEO","Microarray","Homo sapiens","1"
"DSA09595","Insulin Resistance","Saliva","GEO","Microarray","Homo sapiens","0"
"DSA09623","Familial Combined Hyperlipidemia","Lymphocytoblast","GEO","Microarray","Homo sapiens","0"
"DSA09625","Mitochondrial Encephalomyopathy","Skeletal muscle","GEO","Microarray","Homo sapiens","1"
"DSA09632","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","Microarray","Homo sapiens","0"
"DSA09667","D-2-Hydroxyglutaric Aciduria 2","Oral cavity","GEO","Microarray","Homo sapiens","1000"
"DSA09673","Type 1 Diabetes","Human primary peripheral blood mononuclear cells","GEO","Microarray","Homo sapiens","17"
"DSA09675","Metabolically Healthy Obesity","Subcutaneous adipose tissue","GEO","Microarray","Homo sapiens","1000"
"DSA09676","Obesity; Metabolically Benign","Subcutaneous adipose tissue","GEO","Microarray","Homo sapiens","1000"
"DSA09693","Pck1 Deficiency; Cytosolic","Liver","GEO","Microarray","Mus musculus","0"
"DSA09695","Type 2 Diabetes","Myoblasts","GEO","Microarray","Homo sapiens","0"
"DSA09696","Type 2 Diabetes","Myotubes","GEO","Microarray","Homo sapiens","0"
"DSA09730","Postmenopausal Osteoporosis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA09731","Postmenopausal Osteoporosis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA09732","Postmenopausal Osteoporosis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA09742","Amyotrophic Lateral Sclerosis","Lower motor neurons","GEO","Microarray","Homo sapiens","0"
"DSA09743","Amyotrophic Lateral Sclerosis","Lower motor neurons","GEO","Microarray","Homo sapiens","0"
"DSA09760","Sporadic Amyotrophic Lateral Sclerosis","Skin","GEO","Microarray","Homo sapiens","1"
"DSA09766","Fanconi Anemia","Low-density bone marrow cells","GEO","Microarray","Homo sapiens","1000"
"DSA09847","Amyotrophic Lateral Sclerosis","Null","GEO","Microarray","Mus musculus","0"
"DSA09881","Obesity","Circulating MDSC","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09942","Type 2 Diabetes","Subcutaneous adipose tissue","GEO","RNA-Seq","Homo sapiens","11"
"DSA09988","Type 1 Diabetes","Pancreas","GEO","RNA-Seq","Homo sapiens","333"
"DSA09989","Type 1 Diabetes","Pancreas","GEO","RNA-Seq","Homo sapiens","35"
"DSA09990","Type 1 Diabetes","Pancreas","GEO","RNA-Seq","Homo sapiens","27"
"DSA09991","Type 1 Diabetes","Pancreas","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10006","Amyotrophic Lateral Sclerosis","Astrocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10007","Amyotrophic Lateral Sclerosis","Astrocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10012","Obesity","Heart","GEO","RNA-Seq","Mus musculus","38"
"DSA10013","Obesity","Adipose tissue","GEO","RNA-Seq","Mus musculus","456"
"DSA10021","Frontotemporal Dementia","Frontal cortex","GEO","RNA-Seq","Homo sapiens","0"
"DSA10022","Frontotemporal Dementia","Frontal cortex","GEO","RNA-Seq","Homo sapiens","4"
"DSA10024","Frontotemporal Dementia","Occipital cortex","GEO","RNA-Seq","Homo sapiens","0"
"DSA10025","Frontotemporal Dementia","Occipital cortex","GEO","RNA-Seq","Homo sapiens","0"
"DSA10027","Frontotemporal Dementia","Temporal cortex","GEO","RNA-Seq","Homo sapiens","6"
"DSA10028","Frontotemporal Dementia","Temporal cortex","GEO","RNA-Seq","Homo sapiens","0"
"DSA10092","Hyperglycemia","Brain","GEO","RNA-Seq","Mus musculus","1"
"DSA10123","Familial Hypercholesterolemia","Monocyte","GEO","Microarray","Homo sapiens","1"
"DSA10130","Familial Hypercholesterolemia","Monocyte","GEO","Microarray","Homo sapiens","24"
"DSA10150","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","Microarray","Mus musculus","0"
"DSA10191","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","Microarray","Mus musculus","0"
"DSA10194","Obesity","Null","GEO","Microarray","Homo sapiens","0"
"DSA10195","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","Microarray","Mus musculus","0"
"DSA10249","Type 2 Diabetes","Skeletal muscle","GEO","Microarray","Homo sapiens","0"
